model                 , question                                                                                              , hit@1, hit@3, hit@5, mrr   , latency_ms, memory_mb
BAAI/bge-small-en-v1.5, Python request-html is not downloading Chromium                                                       ,     0,     1,     1, 0.5   ,      32.03,    1836.8
BAAI/bge-small-en-v1.5, How to resolve &quot;cannot import name &#39;_MissingValues&#39; from &#39;sklearn.utils._param_vali  ,     0,     1,     1, 0.3333,      48.33,    1836.8
BAAI/bge-small-en-v1.5, "import torch: How to fix OSError WinError 126, error loading fbgemm.dll or dependencies"             ,     0,     1,     1, 0.3333,      34.02,    1836.8
BAAI/bge-small-en-v1.5, No module named &#39;keras.wrappers&#39;                                                              ,     0,     1,     1, 0.3333,      40.99,    1836.8
BAAI/bge-small-en-v1.5, Reverse (flip) right-left(anti-)diagonals of a non-square numpy array                                 ,     0,     1,     1, 0.3333,      42.05,    1836.8
BAAI/bge-small-en-v1.5, The following argument(s) are not supported with the native Keras format: [&#39;options&#39;]         ,     0,     1,     1, 0.5   ,      44.71,    1836.8
BAAI/bge-small-en-v1.5, How to see the Embedding of the documents with Chroma (or any other DB) saved in Lang Chain?          ,     0,     1,     1, 0.3333,      42.95,    1836.8
BAAI/bge-small-en-v1.5, Python: fastest way of checking if there are more than x files in a folder                            ,     0,     1,     1, 0.5   ,      46.36,    1836.8
BAAI/bge-small-en-v1.5, How to plot polygons from categorical grid points in matplotlib? (phase-diagram generation)           ,     0,     1,     1, 0.5   ,      44.6 ,    1836.8
BAAI/bge-small-en-v1.5, Surprising lack of speedup in caching numpy calculations                                              ,     0,     1,     1, 0.3333,      48.81,    1836.8
BAAI/bge-small-en-v1.5, AttributeError: module &#39;numpy&#39; has no attribute &#39;long&#39;                                ,     0,     1,     1, 0.3333,      26.8 ,    1836.8
BAAI/bge-small-en-v1.5, "ERROR: Could not build wheels for lxml, which is required to install pyproject.toml-based projects"  ,     1,     1,     1, 1.0   ,      27.7 ,    1836.8
BAAI/bge-small-en-v1.5, Azure Functions: Can&#39;t open lib &#39;ODBC Driver 17 for SQL Server&#39;                           ,     1,     1,     1, 1.0   ,      53.68,    1836.8
BAAI/bge-small-en-v1.5, how to convert a dict to a dataclass (reverse of asdict)?                                             ,     0,     1,     1, 0.3333,      32.25,    1836.8
BAAI/bge-small-en-v1.5, Integrate Keycloak with FastAPI                                                                       ,     1,     1,     1, 1.0   ,      53.93,    1836.8
BAAI/bge-small-en-v1.5, Why do I get the error &quot;Unrecognized request argument supplied: functions&quot; when using `fun  ,     0,     1,     1, 0.3333,      55.1 ,    1836.8
BAAI/bge-small-en-v1.5, The difference between `poetry add` and `poetry install`                                              ,     0,     1,     1, 0.5   ,      26.32,    1836.8
BAAI/bge-small-en-v1.5, -bash: cannot execute: required file not found                                                        ,     0,     1,     1, 0.5   ,      32.79,    1836.8
BAAI/bge-small-en-v1.5, Encountering 503 Error When Calling Gemini API from Google Colab                                      ,     0,     1,     1, 0.5   ,      31.65,    1836.8
BAAI/bge-small-en-v1.5, AttributeError: &#39;FigureCanvasInterAgg&#39; object has no attribute &#39;tostring_rgb&#39;. Did y  ,     0,     1,     1, 0.5   ,      38.06,    1836.8
BAAI/bge-small-en-v1.5, Find maximum length of consecutive zeros in each row                                                  ,     0,     1,     1, 0.5   ,      34.96,    1836.8
BAAI/bge-small-en-v1.5, How to group dataframe rows into list in polars group_by                                              ,     0,     1,     1, 0.5   ,      34.63,    1836.8
BAAI/bge-small-en-v1.5, Is it possible use VS Code to pass multiple command line arguments to Python script?                  ,     0,     1,     1, 0.3333,      41.84,    1836.8
BAAI/bge-small-en-v1.5, Use polars when-then-otherwise on multiple output columns at once                                     ,     0,     1,     1, 0.3333,      42.1 ,    1836.8
BAAI/bge-small-en-v1.5, How do I download all files from a Google Drive folder with more than 50 files?                       ,     0,     1,     1, 0.5   ,      43.39,    1836.8
BAAI/bge-small-en-v1.5, NotImplementedError: Cannot copy out of meta tensor; no data                                          ,     0,     1,     1, 0.3333,      44.81,    1836.8
BAAI/bge-small-en-v1.5, Segmentation Fault when Using SentenceTransformer Inside Docker Container                             ,     0,     1,     1, 0.3333,      48.48,    1836.8
BAAI/bge-small-en-v1.5, Pydantic v2 custom type validators with info                                                          ,     0,     1,     1, 0.3333,      43.19,    1836.8
BAAI/bge-small-en-v1.5, AttributeError: &#39;NoneType&#39; object has no attribute &#39;to_capabilities&#39;. Getting this e  ,     0,     1,     1, 0.3333,      43.93,    1836.8
BAAI/bge-small-en-v1.5, Where can I find an exhaustive list of actions for spark?                                             ,     0,     1,     1, 0.3333,      30.39,    1836.8
BAAI/bge-small-en-v1.5, Python Selenium: &#39;unexpected keyword argument &#39;executable_path&#39;                           ,     0,     1,     1, 0.5   ,      32.15,    1836.8
BAAI/bge-small-en-v1.5, "Why doesn&#39;t langchain ConversationalRetrievalChain remember the chat history, even though I adde",     0,     1,     1, 0.5   ,      45.02,    1836.8
BAAI/bge-small-en-v1.5, How to Efficiently Convert a Markdown Table to a DataFrame in Python?                                 ,     0,     1,     1, 0.5   ,      38.54,    1836.8
BAAI/bge-small-en-v1.5, Installing torch with GPU support but without downloading 3 GB of duplicated siloed CUDA libraries?   ,     1,     1,     1, 1.0   ,      45.86,    1836.8
BAAI/bge-small-en-v1.5, (trapped) error reading bcrypt version v.4.1.2                                                        ,     0,     1,     1, 0.5   ,      36.2 ,    1836.8
BAAI/bge-small-en-v1.5, Handling complex parentheses structures to get the expected data                                      ,     0,     1,     1, 0.3333,      42.67,    1836.8
BAAI/bge-small-en-v1.5, What is this Python list containing all tokens from my code?                                          ,     0,     1,     1, 0.5   ,      42.23,    1836.8
BAAI/bge-small-en-v1.5, OpenAI API error: &quot;The api_key client option must be set either by passing api_key to the clien  ,     1,     1,     1, 1.0   ,      43.82,    1836.8
BAAI/bge-small-en-v1.5, Generating binary arrays with alternating values based on change indices in NumPy                     ,     0,     1,     1, 0.3333,      32.13,    1836.8
BAAI/bge-small-en-v1.5, How to determine if a large integer is a power of 3 in Python?                                        ,     0,     1,     1, 0.5   ,      50.43,    1836.8
BAAI/bge-small-en-v1.5, How do I get out of a venv in VSCODE?                                                                 ,     0,     1,     1, 0.5   ,      49.01,    1836.8
BAAI/bge-small-en-v1.5, Is there a scenario where `foo in list(bar)` cannot be replaced by `foo in bar`?                      ,     0,     1,     1, 0.5   ,      26.92,    1836.8
BAAI/bge-small-en-v1.5, ImportError: cannot import name &#39;packaging&#39; from &#39;pkg_resources&#39; when trying to inst  ,     0,     1,     1, 0.5   ,      46.33,    1836.8
BAAI/bge-small-en-v1.5, SQLAlchemy 2.0 ORM filter show wrong type in Pycharm                                                  ,     0,     1,     1, 0.3333,      29.56,    1836.8
BAAI/bge-small-en-v1.5, Python sibling relative import error: &#39;no known parent package&#39;                               ,     0,     1,     1, 0.5   ,      46.26,    1836.8
BAAI/bge-small-en-v1.5, How can I bump the Python package version using uv?                                                   ,     1,     1,     1, 1.0   ,      27.65,    1836.8
BAAI/bge-small-en-v1.5, How to load a huggingface dataset from local path?                                                    ,     0,     1,     1, 0.5   ,      34.11,    1836.8
BAAI/bge-small-en-v1.5, ImportError: cannot import name &#39;JSONEncoder&#39; from &#39;flask.json&#39;                       ,     0,     1,     1, 0.5   ,      34.23,    1836.8
BAAI/bge-small-en-v1.5, How do I do calculations with a sliding window while being memory-efficient?                          ,     0,     1,     1, 0.3333,      54.99,    1837.6
BAAI/bge-small-en-v1.5, "Llama-2 7B-hf repeats context of question directly from input prompt, cuts off with newlines"        ,     0,     1,     1, 0.5   ,      44.79,    1837.6
BAAI/bge-small-en-v1.5, Can&#39;t use Jupyter Notebook because of &quot;missing or misshapen translation settings schema&quo  ,     0,     1,     1, 0.5   ,      45.06,    1837.6
BAAI/bge-small-en-v1.5, Get href link using python playwright                                                                 ,     1,     1,     1, 1.0   ,      34.98,    1837.6
BAAI/bge-small-en-v1.5, Having trouble to import the library pandas                                                           ,     0,     1,     1, 0.3333,      28.6 ,    1837.6
BAAI/bge-small-en-v1.5, "Benchmarking a simple hydrology module in R, Python, and Julia"                                      ,     0,     1,     1, 0.5   ,      43.48,    1837.6
BAAI/bge-small-en-v1.5, SSL: CERTIFICATE_VERIFY_FAILED certificate verify failed : self signed certificate in certificate ch  ,     1,     1,     1, 1.0   ,      48.2 ,    1837.6
BAAI/bge-small-en-v1.5, Uninstall uv Python package installer                                                                 ,     1,     1,     1, 1.0   ,      25.53,    1837.6
BAAI/bge-small-en-v1.5, How to return plain text in FastAPI                                                                   ,     1,     1,     1, 1.0   ,      29.41,    1837.6
BAAI/bge-small-en-v1.5, How do I choose default python homebrew version?                                                      ,     0,     1,     1, 0.3333,      26.47,    1837.6
BAAI/bge-small-en-v1.5, Split array of integers into subarrays with the biggest sum of difference between min and max         ,     0,     1,     1, 0.5   ,      43.27,    1837.6
BAAI/bge-small-en-v1.5, OpenAI API: How do I enable JSON mode using the gpt-4-vision-preview model?                           ,     0,     1,     1, 0.3333,      42.87,    1837.6
BAAI/bge-small-en-v1.5, Why does an operation on a large integer silently overflow?                                           ,     1,     1,     1, 1.0   ,      43.69,    1837.6
BAAI/bge-small-en-v1.5, How can I mock my environment variables for my pytest?                                                ,     0,     1,     1, 0.5   ,      33.23,    1837.6
BAAI/bge-small-en-v1.5, Pandas 2.1.0 warning &#39;&#39;The &#39;method&#39; keyword in Series.replace is deprecated and will  ,     0,     1,     1, 0.3333,      28.48,    1837.6
BAAI/bge-small-en-v1.5, "After `uv init`, adding script to `[project.scripts]` does not work"                                 ,     1,     1,     1, 1.0   ,      26.74,    1837.6
BAAI/bge-small-en-v1.5, How do I get the generic class property in python                                                     ,     0,     1,     1, 0.5   ,      31.45,    1837.6
BAAI/bge-small-en-v1.5, Speed up numpy looking for best indices                                                               ,     0,     1,     1, 0.3333,      43.22,    1837.6
BAAI/bge-small-en-v1.5, How to toggle torch cpu and gpu installation using poetry                                             ,     0,     1,     1, 0.5   ,      45.99,    1837.6
BAAI/bge-small-en-v1.5, How can I make VS Code format my Python code?                                                         ,     0,     1,     1, 0.3333,      32.24,    1837.6
BAAI/bge-small-en-v1.5, How to run computations on other rows efficiently                                                     ,     0,     1,     1, 0.3333,      43.32,    1837.6
BAAI/bge-small-en-v1.5, Diffusers SDXL &quot;TypeError: argument of type &#39;NoneType&#39; is not iterable&quot;             ,     0,     1,     1, 0.3333,      45.18,    1837.6
BAAI/bge-small-en-v1.5, Finding the last unique string in a list                                                              ,     0,     1,     1, 0.3333,      46.06,    1837.6
BAAI/bge-small-en-v1.5, How to check if a python package is installed using poetry                                            ,     0,     1,     1, 0.3333,      29.32,    1837.6
BAAI/bge-small-en-v1.5, Speed-up for finding an optimal partition line                                                        ,     1,     1,     1, 1.0   ,      54.97,    1837.6
BAAI/bge-small-en-v1.5, From R array to Numpy array                                                                           ,     0,     1,     1, 0.3333,      40.23,    1837.6
BAAI/bge-small-en-v1.5, Create a Polars Dataframe by appending multiple row at a time                                         ,     0,     1,     1, 0.5   ,      35.35,    1837.6
BAAI/bge-small-en-v1.5, Unable to use nltk functions                                                                          ,     0,     1,     1, 0.5   ,      60.94,    1837.6
BAAI/bge-small-en-v1.5, No module named &#39;urllib3.packages.six.moves&#39;                                                  ,     0,     1,     1, 0.3333,      43.53,    1837.6
BAAI/bge-small-en-v1.5, What&#39;s the correct way to use user local python environment under PEP668?                         ,     0,     1,     1, 0.5   ,      51.11,    1837.6
BAAI/bge-small-en-v1.5, InvalidDimensionException: Embedding dimension 384 does not match collection dimensionality 1536      ,     1,     1,     1, 1.0   ,      31.08,    1837.6
BAAI/bge-small-en-v1.5, Using poetry to install from a private repository with a token                                        ,     0,     1,     1, 0.5   ,      43.91,    1837.6
BAAI/bge-small-en-v1.5, Add startup/shutdown handlers to FastAPI app with lifespan API                                        ,     0,     1,     1, 0.5   ,      45.82,    1837.6
BAAI/bge-small-en-v1.5, Polars - How to use `pl.when` to output a string value                                                ,     0,     1,     1, 0.5   ,      29.45,    1837.6
BAAI/bge-small-en-v1.5, Create groups in time series data based on potential start and end boolean columns (vectorized solut  ,     0,     1,     1, 0.3333,      47.5 ,    1837.6
BAAI/bge-small-en-v1.5, Error Installing Package to Python - Error with requirements to build wheel                           ,     0,     1,     1, 0.5   ,      45.68,    1837.6
BAAI/bge-small-en-v1.5, AttributeError: `np.string_` was removed in the NumPy 2.0 release. Use `np.bytes_` instead.. Did you  ,     1,     1,     1, 1.0   ,      44.77,    1837.6
BAAI/bge-small-en-v1.5, Find minimum and maximum values in OHLC data                                                          ,     0,     1,     1, 0.5   ,      46.83,    1837.6
BAAI/bge-small-en-v1.5, "Tensorflow 2.13.1, no matching distribution found for tensorflow-text 2.13.0"                        ,     0,     1,     1, 0.3333,      42.85,    1837.6
BAAI/bge-small-en-v1.5, Randomly getting &quot;ValueError: PyCapsule_New called with null pointer&quot; when making plots wi  ,     0,     1,     1, 0.3333,      52.22,    1837.6
BAAI/bge-small-en-v1.5, Managing ALLOWED_HOSTS in Django for Kubernetes health check                                          ,     0,     1,     1, 0.3333,      53.88,    1837.6
BAAI/bge-small-en-v1.5, error: command &#39;C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\VC\Tools\MSVC\14.  ,     0,     1,     1, 0.5   ,      37.78,    1837.6
BAAI/bge-small-en-v1.5, Generate 4 random numbers between -1.0 and 1.0 such their sum is 1 using python                       ,     0,     1,     1, 0.3333,      36.98,    1837.6
BAAI/bge-small-en-v1.5, Best way to count tokens for Anthropic Claude Models using the API?                                   ,     1,     1,     1, 1.0   ,      42.41,    1837.6
BAAI/bge-small-en-v1.5, PyLance in Visual Studio Code does not recognise Poetry virtual env dependencies                      ,     0,     1,     1, 0.3333,      43.64,    1837.6
BAAI/bge-small-en-v1.5, How to efficiently carry out a priority-based $or query in MongoDB with 10 billion records?           ,     0,     1,     1, 0.3333,      45.75,    1837.6
BAAI/bge-small-en-v1.5, Pylance in VS Code crashes when adding or deleting cells in a Jupyter notebook                        ,     1,     1,     1, 1.0   ,      38.96,    1837.6
BAAI/bge-small-en-v1.5, Type checking python function signatures of Protocol subclass with mypy                               ,     0,     1,     1, 0.5   ,      42.37,    1837.6
BAAI/bge-small-en-v1.5, Create Literal type from constant variables                                                           ,     1,     1,     1, 1.0   ,      35.36,    1837.6
BAAI/bge-small-en-v1.5, Is it possible to run autograd backward one node at a time?                                           ,     0,     1,     1, 0.5   ,      43.59,    1837.6
BAAI/bge-small-en-v1.5, Creating a TypedDict with enum keys                                                                   ,     0,     1,     1, 0.5   ,      38.88,    1837.6
BAAI/bge-small-en-v1.5, Custom loss in XGBoost is not updating                                                                ,     1,     1,     1, 1.0   ,      42.24,    1837.6
BAAI/bge-small-en-v1.5, "ERROR: Could not build wheels for fasttext, which is required to install pyproject.toml-based projec",     0,     1,     1, 0.5   ,      28.19,    1837.6
BAAI/bge-small-en-v1.5, How to fix - UserWarning: Pydantic serializer warnings in Pydantic V2?                                ,     0,     1,     1, 0.3333,      39.65,    1837.6
BAAI/bge-small-en-v1.5, Regex a string with a space between words                                                             ,     0,     1,     1, 0.5   ,      28.35,    1837.6
BAAI/bge-small-en-v1.5, "&quot;ERROR: Could not build wheels for dlib, which is required to install pyproject.toml-based proj",     0,     1,     1, 0.5   ,      47.64,    1837.6
BAAI/bge-small-en-v1.5, VS Code Jupyter Notebook Output Cell Word Wrapping Not Working                                        ,     1,     1,     1, 1.0   ,      25.58,    1837.6
BAAI/bge-small-en-v1.5, AttributeError: &#39;super&#39; object has no attribute &#39;init&#39;                                ,     0,     1,     1, 0.5   ,      44.22,    1837.6
BAAI/bge-small-en-v1.5, ModuleNotFoundError while importing moviepy.editor                                                    ,     0,     1,     1, 0.3333,      27.73,    1837.6
BAAI/bge-small-en-v1.5, Removing elements based on nested dictionary values                                                   ,     0,     1,     1, 0.3333,      39.96,    1837.6
BAAI/bge-small-en-v1.5, Anaconda Navigator Cannot initalize GLX                                                               ,     1,     1,     1, 1.0   ,      41.92,    1837.6
BAAI/bge-small-en-v1.5, Finding the last row that meets conditions of a mask                                                  ,     0,     1,     1, 0.3333,      33.61,    1837.6
BAAI/bge-small-en-v1.5, Is there a known working configuration for using Selenium on linux-arm64?                             ,     1,     1,     1, 1.0   ,      42.35,    1837.6
BAAI/bge-small-en-v1.5, "Least common multiple of natural numbers up to a limit, say, 10&#39;000&#39;000"                     ,     0,     1,     1, 0.5   ,      36.32,    1837.6
BAAI/bge-small-en-v1.5, Installing dependencies with Python Poetry is stuck on &quot;Pending...&quot;                         ,     0,     1,     1, 0.3333,      26.34,    1837.6
BAAI/bge-small-en-v1.5, Problem after upgrading to django 5.0 &quot;AttributeError: &#39;BlankChoiceIterator&#39; object has  ,     0,     1,     1, 0.3333,      45.08,    1837.6
BAAI/bge-small-en-v1.5, Change fields in pdf using pypdf?                                                                     ,     0,     1,     1, 0.5   ,      41.99,    1837.6
BAAI/bge-small-en-v1.5, "How to skip, if starts with, but match other strings"                                                ,     0,     1,     1, 0.3333,      37.29,    1837.6
BAAI/bge-small-en-v1.5, FastAPI with uvicorn doesn&#39;t update                                                               ,     0,     1,     1, 0.5   ,      37.17,    1837.6
BAAI/bge-small-en-v1.5, What is the point of usedforsecurity?                                                                 ,     0,     1,     1, 0.3333,      37.91,    1837.6
BAAI/bge-small-en-v1.5, PydanticImportError: `BaseSettings` has been moved to the `pydantic-settings` package                 ,     0,     1,     1, 0.3333,      28.8 ,    1837.6
BAAI/bge-small-en-v1.5, How to compose functions through purely using Python&#39;s standard library?                          ,     0,     1,     1, 0.3333,      44.99,    1837.6
BAAI/bge-small-en-v1.5, Local Azure Function: Customer packages not in sys path. This should never happen                     ,     0,     1,     1, 0.5   ,      41.81,    1837.6
BAAI/bge-small-en-v1.5, Pythonic way of dropping columns used in assign (i.e. Pandas equivalent of `.keep = &quot;unused&quo  ,     0,     1,     1, 0.5   ,      43.8 ,    1837.6
BAAI/bge-small-en-v1.5, How can I install Python library in ChatGPT Code Interpreter                                          ,     0,     1,     1, 0.5   ,      26.45,    1837.6
BAAI/bge-small-en-v1.5, Can you have a progress bar for sorting a list?                                                       ,     0,     1,     1, 0.5   ,      43.29,    1837.6
BAAI/bge-small-en-v1.5, Python `typing.cast` method vs colon type hints                                                       ,     0,     1,     1, 0.3333,      36.53,    1837.6
BAAI/bge-small-en-v1.5, FutureWarning: &#39;DataFrame.swapaxes&#39; is deprecated and will be removed in a future version     ,     0,     1,     1, 0.5   ,      28.56,    1837.6
BAAI/bge-small-en-v1.5, Check if Series has Values in Range                                                                   ,     1,     1,     1, 1.0   ,      41.1 ,    1837.6
BAAI/bge-small-en-v1.5, ModuleNotFoundError: No module named &#39;google.generative&#39;                                      ,     0,     1,     1, 0.3333,      28.91,    1837.6
BAAI/bge-small-en-v1.5, Langchain / ChromaDB: Why does VectorStore return so many duplicates?                                 ,     1,     1,     1, 1.0   ,      50.44,    1837.6
BAAI/bge-small-en-v1.5, Getting min/max column name in Polars                                                                 ,     0,     1,     1, 0.5   ,      37.23,    1837.6
BAAI/bge-small-en-v1.5, Problem with initializing AzureChatOpenAI()                                                           ,     1,     1,     1, 1.0   ,      50.37,    1837.6
BAAI/bge-small-en-v1.5, Why is numba popcount code twice as fast as equivalent C code?                                        ,     0,     1,     1, 0.3333,      60.27,    1837.6
BAAI/bge-small-en-v1.5, Why is the continued fraction expansion of arctangent combined with half-angle formula not working w  ,     0,     1,     1, 0.3333,      62.91,    1837.8
BAAI/bge-small-en-v1.5, Python Xarray ValueError: unrecognized chunk manager dask - must be one of: []                        ,     0,     1,     1, 0.3333,      55.94,    1837.8
BAAI/bge-small-en-v1.5, How do I select the top k rows of a python polars dataframe for each group?                           ,     0,     1,     1, 0.3333,      55.66,    1837.8
BAAI/bge-small-en-v1.5, Format datetime in polars                                                                             ,     0,     1,     1, 0.5   ,      30.04,    1837.8
BAAI/bge-small-en-v1.5, Stable diffusion: AttributeError: module &#39;jax.random&#39; has no attribute &#39;KeyArray&#39;     ,     0,     1,     1, 0.5   ,      32.57,    1837.8
BAAI/bge-small-en-v1.5, OpenAI from Langchain requires &quot;openai_api_key&quot; even though it is loaded                    ,     0,     1,     1, 0.3333,      41.56,    1837.8
BAAI/bge-small-en-v1.5, How to write to a SQLite database using Polars in Python?                                             ,     1,     1,     1, 1.0   ,      33.1 ,    1837.8
BAAI/bge-small-en-v1.5, HTML/XML: Understanding How &quot;Scroll Bars&quot; Work                                              ,     0,     1,     1, 0.5   ,      46.07,    1837.8
BAAI/bge-small-en-v1.5, UI element for an infinite scrolling image gallery for 100k images: which data structure?             ,     0,     1,     1, 0.5   ,      44.58,    1837.8
BAAI/bge-small-en-v1.5, Explode multiple columns with different lengths                                                       ,     1,     1,     1, 1.0   ,      35.94,    1837.8
BAAI/bge-small-en-v1.5, How to get the value of a specified index number from the sorting of a column and fill it with null   ,     1,     1,     1, 1.0   ,      43.25,    1837.8
BAAI/bge-small-en-v1.5, How to explode multiple List[_] columns with missing values in python polars?                         ,     0,     1,     1, 0.5   ,      42.52,    1837.8
BAAI/bge-small-en-v1.5, Predict trajectory of a bouncing ball                                                                 ,     1,     1,     1, 1.0   ,      58.32,    1837.8
BAAI/bge-small-en-v1.5, AttributeError: module &#39;chromadb&#39; has no attribute &#39;config&#39;                           ,     0,     1,     1, 0.3333,      40.91,    1837.8
BAAI/bge-small-en-v1.5, Is it possible to get pydantic v2 to dump json with sorted keys?                                      ,     0,     1,     1, 0.3333,      35.74,    1837.8
BAAI/bge-small-en-v1.5, What happens to the asyncio event loop when multiple CPU-bound tasks run concurrently in a ThreadPoo  ,     0,     1,     1, 0.3333,      49.04,    1837.8
BAAI/bge-small-en-v1.5, Persist ParentDocumentRetriever of langchain                                                          ,     0,     1,     1, 0.3333,      43.57,    1837.8
BAAI/bge-small-en-v1.5, Apache Arrow with Apache Spark - UnsupportedOperationException: sun.misc.Unsafe or java.nio.DirectBy  ,     0,     1,     1, 0.3333,      38.07,    1837.8
BAAI/bge-small-en-v1.5, Parallelizing numpy.sort                                                                              ,     0,     1,     1, 0.3333,      48.33,    1837.8
BAAI/bge-small-en-v1.5, "New column, sampled from list, based on column value"                                                ,     0,     1,     1, 0.3333,      29.23,    1837.8
BAAI/bge-small-en-v1.5, _MissingDynamic: `license` defined outside of `pyproject.toml` is ignored                             ,     0,     1,     1, 0.3333,      47.52,    1837.8
BAAI/bge-small-en-v1.5, ValueError: &quot;Requirement&quot; object has no field &quot;use_pep517&quot; when installing Pytho  ,     1,     1,     1, 1.0   ,      45.02,    1837.8
BAAI/bge-small-en-v1.5, Documenting a script step by step with Sphinx                                                         ,     0,     1,     1, 0.5   ,      43.09,    1837.8
BAAI/bge-small-en-v1.5, Is OpenTelemetry in Python safe to use with Async?                                                    ,     1,     1,     1, 1.0   ,      32.82,    1837.8
BAAI/bge-small-en-v1.5, Function to sum over repeated indices                                                                 ,     0,     1,     1, 0.3333,      45.28,    1837.8
BAAI/bge-small-en-v1.5, Enable ruff rules only on specific files                                                              ,     1,     1,     1, 1.0   ,      26.35,    1837.8
BAAI/bge-small-en-v1.5, How to install tensorflow-gpu from anaconda?                                                          ,     0,     1,     1, 0.5   ,      43.69,    1837.8
BAAI/bge-small-en-v1.5, Handling Circular Imports in Pydantic models with FastAPI                                             ,     0,     1,     1, 0.3333,      43.99,    1837.8
BAAI/bge-small-en-v1.5, How to choose the best fitting method?                                                                ,     0,     1,     1, 0.3333,      47.97,    1837.8
BAAI/bge-small-en-v1.5, Good way to view matrices and higher dimensional arrays in VScode                                     ,     0,     1,     1, 0.3333,      38.38,    1837.8
BAAI/bge-small-en-v1.5, Can&#39;t create Race Condition in Python 3.11 using multiple threads                                 ,     0,     1,     1, 0.3333,      46.9 ,    1837.8
BAAI/bge-small-en-v1.5, Separate lru for each argument value?                                                                 ,     0,     1,     1, 0.3333,      42.24,    1837.8
BAAI/bge-small-en-v1.5, Why does `strftime(&quot;%Y&quot;)` not yield a 4-digit year for dates &lt; 1000 AD in Python&#39;s   ,     0,     1,     1, 0.3333,      43.13,    1837.8
BAAI/bge-small-en-v1.5, function vs class vs module vs package vs session for fixture scopes in Pytest                        ,     0,     1,     1, 0.5   ,      35.95,    1837.8
BAAI/bge-small-en-v1.5, Identifying Correct JAR Versions for S3 Integration with PySpark 3.5                                  ,     0,     1,     1, 0.5   ,      43.84,    1837.8
BAAI/bge-small-en-v1.5, How to configure python-lsp-server in NvChad                                                          ,     0,     1,     1, 0.5   ,      41.82,    1837.8
BAAI/bge-small-en-v1.5, seleniumbase (undetected Chrome driver): how to set request header?                                   ,     0,     1,     1, 0.3333,      33.05,    1837.8
BAAI/bge-small-en-v1.5, Clear all the GPU memory used by pytorch in current python code without exiting python                ,     0,     1,     1, 0.3333,      41.27,    1837.8
BAAI/bge-small-en-v1.5, ImportError: cannot import name &#39;Tensor&#39; from &#39;torch&#39; (unknown location)              ,     0,     1,     1, 0.5   ,      26.07,    1837.8
BAAI/bge-small-en-v1.5, Python method overriding - more specific arguments in derived than base class                         ,     0,     1,     1, 0.3333,      40.49,    1837.8
BAAI/bge-small-en-v1.5, Why my anaconda keeps showing &quot;Error while loading conda entry point&quot;?                      ,     1,     1,     1, 1.0   ,      27.77,    1837.8
BAAI/bge-small-en-v1.5, "How to migrate from a simple Python project : requirements.txt setup.py (setuptools), to a uv projec",     0,     1,     1, 0.3333,      42.31,    1837.8
BAAI/bge-small-en-v1.5, What exactly is slowing np.sum down?                                                                  ,     0,     1,     1, 0.5   ,      47.69,    1837.8
BAAI/bge-small-en-v1.5, Where does uvicorn/FastAPI display/log unhandled errors?                                              ,     0,     1,     1, 0.5   ,      45.71,    1837.8
